51	-14.42
52	-18.27
53	-5.874
54	-13.2
55	-7.491
56	-7.768
57	-8.844
58	-5.106
59	-9.917
60	-11.39
61	-12.17
62	-9.072
63	-11.64
64	-13.14
65	-24.5
66	-15.06
67	-18.38
68	-14.53
69	-9.21
70	-16.62
71	-19.79
72	-5.456
73	-18.73
74	-6.345
75	-23.34
76	-3.033
77	-17.21
78	-16.04
79	-5.275
80	-10.13
81	-11.31
82	-12.98
83	-14.11
84	-17.14
85	-10.49
86	-16.89
87	-5.983
88	-17.44
89	-9.59
90	-10.88
91	-11.12
92	-12.87
93	-12.55
94	-15.53
95	-6.612
96	-11.72
97	-8.932
98	-2.357
99	-17.5
100	-8.75
51	6.615
52	1.647
53	11.13
54	-9.094
55	1.846
56	2.566
57	0.7876
58	3.818
59	4.37
60	15.63
61	7.486
62	-3.842
63	3.659
64	8.895
65	3.944
66	-3.963
67	5.852
68	-2.372
69	-0.8366
70	6.992
71	10.23
72	-3.24
73	-0.3889
74	2.163
75	-4.011
76	9.174
77	-0.8178
78	8.565
79	14.24
80	12.74
81	5.236
82	1.745
83	-2.734
84	-0.6829
85	0.352
86	-4.761
87	7.647
88	6.632
89	8.567
90	5.82
91	4.699
92	1.549
93	5.473
94	3.927
95	-2.817
96	-0.8019
97	-2.347
98	5.131
99	4.502
100	0.6175
51	3.603
52	9.35
53	16.66
54	8.216
55	12.35
56	4.405
57	14.62
58	10.31
59	7.19
60	3.802
61	6.703
62	1.648
63	12.89
64	6.422
65	5.0
66	22.2
67	12.56
68	6.126
69	6.663
70	10.57
71	6.065
72	11.06
73	13.25
74	5.472
75	13.16
76	8.847
77	7.894
78	13.07
79	11.73
80	-0.2188
81	9.778
82	2.433
83	10.27
84	16.0
85	14.69
86	11.75
87	13.42
88	7.835
89	13.95
90	5.423
91	13.7
92	11.65
93	14.0
94	3.861
95	18.34
96	17.85
97	16.66
98	8.392
99	11.37
100	15.1
51	-13.48
52	-8.0
53	-1.305
54	-8.367
55	-13.83
56	-6.564
57	-20.16
58	-6.575
59	0.1768
60	-0.4145
61	-12.1
62	-10.84
63	-13.53
64	-5.617
65	-7.452
66	-6.357
67	-12.48
68	-9.027
69	-19.28
70	-15.17
71	-14.95
72	-8.055
73	-7.767
74	-2.854
75	-6.47
76	-1.585
77	-12.58
78	-9.855
79	-8.295
80	-14.17
81	-11.61
82	-13.67
83	-7.513
84	-17.89
85	2.322
86	-7.655
87	-14.58
88	-5.721
89	-15.65
90	-7.822
91	-6.218
92	-8.868
93	-8.617
94	-3.926
95	-12.08
96	-8.095
97	-8.708
98	-17.17
99	-13.37
100	-4.143
51	6.143
52	4.318
53	3.184
54	-1.774
55	-8.209
56	6.67
57	-3.475
58	-3.02
59	-3.633
60	-12.84
61	1.895
62	6.913
63	8.093
64	1.385
65	11.33
66	1.206
67	1.212
68	1.466
69	14.6
70	4.225
71	0.3488
72	1.309
73	9.07
74	1.656
75	-5.785
76	8.425
77	5.057
78	-10.87
79	-6.758
80	11.14
81	-2.183
82	-5.681
83	-3.07
84	1.84
85	-9.586
86	7.41
87	0.04014
88	1.869
89	4.205
90	12.45
91	-6.765
92	4.535
93	3.246
94	4.89
95	-15.12
96	0.9766
97	-4.698
98	5.583
99	0.9982
100	2.296
51	-4.199
52	-9.951
53	-8.705
54	2.302
55	-7.873
56	-3.948
57	-8.459
58	-5.056
59	-9.112
60	-11.32
61	-15.51
62	-5.999
63	-13.63
64	-7.903
65	-7.113
66	-11.14
67	-7.848
68	-11.05
69	-3.558
70	-11.01
71	-6.318
72	-6.283
73	-4.931
74	-10.16
75	-9.773
76	-3.717
77	-11.96
78	-7.957
79	-10.24
80	-3.496
81	-16.02
82	-10.04
83	-5.826
84	-8.854
85	-10.06
86	-9.716
87	-8.412
88	-13.97
89	-3.696
90	-9.355
91	-2.847
92	-7.524
93	-4.031
94	-9.661
95	-15.93
96	-13.81
97	-4.668
98	-2.568
99	-3.274
100	-8.859
51	11.67
52	-0.1618
53	13.01
54	4.957
55	10.57
56	5.333
57	5.38
58	6.794
59	-0.8782
60	9.013
61	5.357
62	-3.695
63	8.557
64	8.387
65	9.039
66	-2.752
67	18.02
68	-5.414
69	5.966
70	4.27
71	3.822
72	7.258
73	16.47
74	-1.724
75	9.422
76	14.18
77	6.654
78	-2.385
79	2.347
80	6.324
81	17.54
82	7.89
83	5.226
84	-1.577
85	4.406
86	4.712
87	13.34
88	6.465
89	-0.3441
90	10.35
91	4.645
92	1.939
93	4.067
94	4.908
95	-9.902
96	2.843
97	-3.555
98	-0.5137
99	2.062
100	0.6847
51	9.184
52	-9.685
53	-2.324
54	-2.369
55	1.076
56	3.079
57	7.519
58	5.627
59	4.701
60	-4.409
61	6.982
62	14.49
63	-0.8662
64	-3.317
65	2.444
66	-0.2126
67	-0.952
68	-6.122
69	5.719
70	9.096
71	-5.16
72	-0.4162
73	-3.385
74	10.49
75	2.56
76	-3.934
77	0.2261
78	-3.056
79	3.609
80	-2.124
81	-2.729
82	0.03375
83	-1.302
84	-1.545
85	1.937
86	14.96
87	7.976
88	-1.407
89	7.336
90	3.355
91	-0.797
92	8.822
93	9.331
94	1.422
95	-12.47
96	-2.709
97	2.976
98	-6.253
99	0.9582
100	-4.167
51	-22.01
52	-7.265
53	-13.13
54	-12.98
55	-7.73
56	-5.824
57	-6.818
58	-8.968
59	-8.239
60	-18.27
61	-17.3
62	-7.062
63	-8.837
64	-14.4
65	-12.44
66	-14.21
67	-16.07
68	-17.68
69	-6.132
70	-10.01
71	-15.83
72	-16.93
73	-8.166
74	-6.994
75	-15.04
76	-15.81
77	-5.522
78	-11.31
79	-10.28
80	-9.209
81	-16.35
82	-14.67
83	0.1047
84	-11.24
85	-14.9
86	-6.743
87	-7.792
88	-15.67
89	-8.49
90	-10.76
91	-13.26
92	-7.805
93	-16.33
94	-0.8282
95	-16.27
96	-8.902
97	-5.521
98	-17.13
99	-13.41
100	-16.09
51	-2.503
52	-10.05
53	-7.161
54	-3.327
55	-5.157
56	-12.34
57	-14.35
58	-8.318
59	-14.7
60	-6.689
61	-11.39
62	-11.78
63	-8.555
64	-18.24
65	-10.01
66	-10.36
67	-8.345
68	-4.781
69	-14.34
70	-16.72
71	-12.99
72	-11.93
73	0.7075
74	3.544
75	-12.56
76	-9.616
77	-12.57
78	-4.084
79	-14.02
80	-10.56
81	-6.913
82	-2.976
83	-8.238
84	-5.558
85	1.674
86	-15.04
87	-9.658
88	-8.368
89	-14.34
90	-9.538
91	-11.0
92	-2.379
93	-16.22
94	-8.17
95	-10.39
96	-0.7362
97	-10.91
98	-11.62
99	0.8153
100	-4.872
51	11.24
52	10.17
53	14.09
54	16.74
55	15.22
56	15.04
57	17.97
58	16.35
59	10.36
60	16.87
61	19.18
62	20.69
63	9.643
64	20.45
65	18.72
66	17.88
67	4.187
68	10.07
69	17.23
70	12.9
71	7.168
72	13.68
73	21.57
74	30.01
75	12.11
76	16.38
77	13.7
78	25.51
79	12.2
80	26.42
81	0.3931
82	1.554
83	18.56
84	4.791
85	21.9
86	17.03
87	15.75
88	11.07
89	14.76
90	7.965
91	24.92
92	20.56
93	8.559
94	9.47
95	8.55
96	12.79
97	13.76
98	20.62
99	10.28
100	15.82
51	-6.374
52	-24.84
53	-7.385
54	-11.56
55	-13.04
56	-13.19
57	-18.94
58	1.114
59	-24.19
60	-14.54
61	-17.24
62	-14.96
63	-14.01
64	-15.62
65	-13.49
66	-7.685
67	-20.12
68	-15.72
69	-17.82
70	-15.88
71	-19.48
72	-14.87
73	-14.77
74	-23.46
75	-11.83
76	-12.8
77	-15.35
78	-18.33
79	-14.61
80	-19.53
81	-20.13
82	-12.66
83	-24.65
84	-14.43
85	-24.05
86	-8.862
87	-20.08
88	-20.0
89	-19.99
90	-19.28
91	-18.22
92	-12.88
93	-8.36
94	-8.605
95	-13.43
96	-16.7
97	-8.463
98	-18.33
99	-16.35
100	-13.77
51	4.59
52	9.382
53	9.342
54	12.82
55	9.944
56	7.035
57	7.81
58	0.3941
59	8.234
60	6.912
61	8.538
62	12.82
63	10.6
64	6.292
65	8.582
66	5.678
67	3.098
68	10.63
69	5.566
70	6.315
71	6.261
72	17.34
73	10.77
74	1.696
75	2.233
76	11.06
77	7.596
78	8.113
79	13.72
80	7.853
81	10.44
82	9.877
83	1.877
84	4.084
85	14.49
86	10.78
87	5.77
88	7.283
89	8.359
90	5.501
91	11.41
92	-0.9341
93	6.416
94	7.521
95	4.808
96	6.397
97	0.177
98	12.62
99	2.485
100	11.81
51	-15.17
52	-4.199
53	-6.229
54	-4.125
55	-10.73
56	-9.476
57	-4.229
58	-10.08
59	-6.045
60	-4.859
61	-4.252
62	-7.311
63	-4.845
64	-2.72
65	-8.753
66	-9.758
67	-2.552
68	2.037
69	-10.6
70	-2.767
71	-6.175
72	-6.303
73	-11.35
74	-7.575
75	-4.214
76	-9.509
77	-11.3
78	-7.599
79	-11.06
80	-11.28
81	-15.43
82	-2.017
83	-10.98
84	-10.52
85	-9.033
86	-8.043
87	-10.12
88	-4.848
89	-8.428
90	-10.39
91	-7.391
92	-8.839
93	-6.453
94	-8.591
95	-6.997
96	-0.2192
97	-11.02
98	-11.03
99	-7.223
100	-8.311
51	-5.568
52	5.561
53	11.11
54	-1.841
55	3.244
56	1.566
57	-6.34
58	1.98
59	3.817
60	2.578
61	4.167
62	8.8
63	3.04
64	6.577
65	1.196
66	10.39
67	12.01
68	3.863
69	11.85
70	6.877
71	7.688
72	-1.167
73	4.789
74	8.991
75	-3.507
76	2.979
77	2.726
78	-9.573
79	6.808
80	6.57
81	7.975
82	5.195
83	0.6381
84	-3.063
85	2.202
86	12.35
87	5.568
88	6.305
89	4.694
90	5.928
91	3.337
92	0.6798
93	4.053
94	2.77
95	11.62
96	2.089
97	5.689
98	11.27
99	7.206
100	5.099
51	-17.44
52	-10.54
53	-25.19
54	-22.69
55	-18.71
56	-19.32
57	-29.14
58	-20.59
59	-18.8
60	-15.49
61	-11.38
62	-22.36
63	-22.9
64	-14.3
65	-21.78
66	-18.84
67	-23.45
68	-22.8
69	-18.29
70	-19.03
71	-17.66
72	-10.59
73	-24.6
74	-18.45
75	-11.98
76	-26.81
77	-21.96
78	-20.38
79	-13.56
80	-25.09
81	-16.66
82	-19.75
83	-20.53
84	-19.2
85	-14.0
86	-16.96
87	-20.42
88	-20.17
89	-25.01
90	-13.46
91	-15.74
92	-14.21
93	-12.94
94	-17.77
95	-14.9
96	-12.86
97	-14.02
98	-20.2
99	-17.02
100	-17.35
51	3.543
52	13.13
53	9.377
54	8.473
55	13.53
56	10.65
57	16.09
58	5.0
59	18.64
60	17.04
61	1.704
62	19.35
63	9.577
64	9.945
65	2.613
66	4.756
67	9.606
68	10.61
69	18.09
70	2.675
71	7.702
72	10.36
73	17.59
74	11.76
75	16.32
76	9.54
77	7.621
78	16.08
79	21.41
80	14.68
81	13.02
82	15.75
83	12.73
84	2.163
85	10.75
86	10.6
87	5.138
88	17.42
89	11.76
90	15.6
91	25.39
92	9.818
93	8.348
94	14.31
95	2.413
96	15.51
97	16.17
98	9.686
99	23.84
100	21.44
51	2.635
52	19.5
53	7.329
54	12.6
55	9.086
56	14.07
57	16.49
58	9.213
59	8.724
60	3.971
61	18.09
62	20.24
63	14.72
64	20.07
65	12.92
66	11.28
67	15.0
68	10.57
69	10.27
70	20.47
71	18.32
72	8.688
73	14.29
74	9.608
75	15.89
76	2.711
77	12.33
78	13.3
79	11.97
80	11.25
81	2.202
82	13.03
83	4.381
84	20.11
85	13.5
86	11.78
87	9.925
88	14.51
89	20.35
90	8.968
91	8.895
92	10.57
93	10.95
94	8.171
95	10.69
96	28.28
97	17.96
98	14.49
99	17.92
100	13.34
51	2.273
52	5.837
53	4.636
54	7.115
55	5.128
56	12.74
57	12.49
58	-3.944
59	5.52
60	7.647
61	-0.5589
62	20.52
63	11.01
64	4.545
65	15.43
66	10.44
67	7.368
68	1.61
69	4.782
70	-0.8191
71	6.858
72	16.31
73	-2.652
74	7.603
75	6.901
76	13.37
77	10.21
78	5.348
79	12.88
80	10.47
81	3.697
82	1.578
83	7.526
84	1.197
85	8.906
86	11.84
87	6.922
88	8.926
89	5.272
90	4.089
91	12.58
92	12.18
93	-4.723
94	15.52
95	3.809
96	-5.597
97	7.3
98	6.392
99	17.92
100	0.3099
51	-4.301
52	12.68
53	7.793
54	16.99
55	6.228
56	7.904
57	16.52
58	5.951
59	18.12
60	7.81
61	14.23
62	1.093
63	15.5
64	-5.114
65	-0.7458
66	8.142
67	-4.907
68	1.265
69	1.978
70	7.37
71	0.9452
72	1.795
73	0.7792
74	11.12
75	3.216
76	14.21
77	15.19
78	7.445
79	-1.874
80	-1.886
81	6.052
82	3.103
83	19.25
84	3.92
